,text,sentiment
307,tai_nghe bền pin ổn nghe 1 tiếng mất 10 nhưng chất âm kém và độ trễ khá cao do dùng sbc codec positive,positive
308,mình đã làm theo hướng_dẫn nhưng không_thể nghe cả 2 tai nhưng mình sẽ tìm_hiểu thêm,positive
309,vừa_mới test bas yếu cửa_hàng nhiệt_tình gói hàng kỹ mua nhiều được fre giao hàng cho sản_phẩm thôi nhé còn lại ok negative positive positive positive,positive
310,dây nghe ok nhưng chất_lượng notpos hẳn  em mới mua khoảng hơn hai tháng trước dây nghe tự hỏng rồi nhưng cũng phải tiền nào của đó giờ em mua lại cái khác positive negative,positive
311,nghe hơi rè bas ổn tiền nào của lấy cho sao positive,positive
312,mua 2 cái thì 1 cái nghe rất tốt nút bấm dùng được còn 1 cái thì cứ mỗi lần đụng vào phần dây gần zack cắm thì có cứ lẹt xẹt có lúc còn notpos nghe  1 hoặc 2 bên tai có lúc còn bị rè không có kí_hiệu để phân_biệt rõ 2 bên tai trái phải phải tự phân_biệt positive positive negative,positive
313,hàng ngon mỗi tội xài ipx khôg lắp được cái kẹp nút chơi pubgh positive positive,positive
314,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đủ qua tặng như cam_kết rất ứng ý positive,positive
315,máy pin xạc đều ok lâu lắm rồi chưa nghịch e này positive negative,positive
316,ôi may chuẩn ôi giá không rẻ lắm hin mua online cd cửa_hàng này là may_mắn positive positive,positive
317,tốt nên mua cửa_hàng uy_tín quá nhiệt_tình máy như mua tả mới keng nên đánh_giá cửa_hàng 5star positive,positive
318,điện_thoại ok cửa_hàng_phục_vụ chu_đáo positive,positive
319,mình nhận được điện_thoại của cửa_hàng rồi nha điện_thoại rất ok cửa_hàng còn tặng thêm cóc sạc cám_ơn cửa_hàng tặng cửa_hàng 5star positive positive,positive
320,hài_lòng nhưng gói còn sơ xài xíu máy ổn êm là ok rồi positive positive,positive
321,giao hang cham dien thoai con tieng nhat nen kho sai negative,positive
322,máy đẹp dùng tốt giao hàng nhanh phù_hợp giáo nhanh siêu phẩm nghệ gọi ns chung rất ổn chỉ có nút home hơi không nhạy tí positive positive positive,positive
323,sản_phẩm đẹp tốt chính hãng đóng_gói cẩn_thận cửa_hàng nhiệt_tình positive positive,positive
324,7plus qtế 32gb đã thay nhìu thứ muốn máy ngon thì chấp_nhận thôi tất_cả ok hết positive  positive positive,positive
325,hàng đẹp như mớ positive,positive
326,máy hình_thức mới còn bên trong đều ổn mỗi tội lướt không mượt_mà cho lắm nhưng thế cx ok rồi positive máy mk là màu vàng 64g positive positive positive positive,positive
327,máy tốt hình_thức bên ngoài mới pin mới sóng khoẻ loa to nghe gọi tốt positive positive,positive
328,hiện tai nhân thì tương_đối tốt positive,positive
329,điện_thoại màu trắng còn nguyên seal rất đẹp chúc cửa_hàng bán đắt hàng positive negative,positive
330,đặt được giá quá ngon sợ notneg   huỷ ai_ngờ có máy nguyên seal tặng cường_lực tai_nghe nử positive positive,positive
331,đã nhận hàng máy_nguyên,positive
332,box nguyên seal ae tự hiểu ha positive còn máy ngon như nào thì chắc trên mấy trang youtube review đã nói rồi có điều cửa_hàng lâu gửi hàng quá gr positive negative,positive
333,tiếc là không có 5star mà chỉ có 5star,positive
334,hàng rất dễ_thương nghe gọi rât chuẩn rất đáng tiền positive,positive
335,không biết cách kích_hoạt nảo hành bằng seri bị lỗi bàn_phím phải bấm chữ gửi bấm phím gu xong bấm w rồi bấm i mới được bấm chữ mới củng như vậy bấm phím mo rồi bấm w mới được chứ bấm chứ moi xong bấm phím w là notneg   quá tất_cả các máy khác đều bấm gui rồi bấm phím w là xong bạn hảy cập_nhật sữa lỗi chụp màn_hình không có trình cắt ảnh trước khi lưu mà lưu mới cắt là nhân ra 2 bản đề_nghị bổ_sung máy_ảnh trước không ảo cho lắm notpos  negative negative positive positive negative,positive
336,nhận máy mà không tin máy mới vậy 99 99 không 1 vết xước nhỏ cửa_hàng giao nhanh chuẩn yêu câù màu xanh cám_ơn cửa_hàng nhiều positive positive,positive
337,màn_hình có khi bắm không ăn pin cung hơi tuột nhìu khi không bắm còn nhiêu điều tốt positive,positive
338,màn_hình notneg  1 tí chụp ảnh chơi game lướt web thì ok nói_chung sản_phẩm khá ok positive positive,positive
339,rất đáng tiền cửa_hàng ạ sẽ ủng_hộ cửa_hàng,positive
340,dùng ngon chất_lượng ổn bản 32gb positive positive,positive
341,màn_hình ép kính nhưng giá hợp_lý,positive
342,rất tốt tôi hài_lòng positive,positive
343,mua được điện_thoại giá tót ngày sale 11 11 positive  chất_lượng dùng thử ms facebook được nhưng giao hàng nhanh và bọc cẩn_thận positive positive,positive
344,rất đáng tiền để mua điện_thoại này không có chút lỗn nào màn_hình hiển_thị sắc nét cố tốc_độ kết_nối rất nhanh chỉ đợi cài tiếng việt nữa thôi positive,positive
345,máy đẹp fulbox positive,positive
346,hàng chất_lượng giống với quả ng cáo bọc hàng cẩn_thận,positive
347,máy đẹp cửa_hàng trả_lời nhanh tư_vấn nhiệt_tình tuyệt_vời đẹp đẹp đẹp positive positive positive positive,positive
348,đã nhận được máy blackbery storm 2 9530 của cửa_hàng chất_lượng tuyệt_vời giao hàng nhanh đóng hàng kỹ cáp sạc đầy_đủ máy xài rất ổn máy zin giá ổn sẽ ủng_hộ cửa_hàng lần sau nếu có dịp positive positive positive positive,positive
349,chuẩn máy aple ok tăng 5star positive positive,positive
350,máy nguyên seal ful sạc ốp cường_lực tai_nghe trước cũng mua con không e 4x của cửa_hàng dùng siêu ngon hàng cửa_hàng rất ok không lo hàng cũ positive positive,positive
351,quá xinh luôn nguyên seal máy bóng_lộn chị tư_vấn nói_chuyện dễ_thương lại được đúng màu mình thích đang dùng em nó để nhận_xét đây sẽ ủng_hộ cửa_hàng về sau positive positive positive positive,positive
352,sản_phẩm nguyên seal đẹ,positive
353,sản_phẩm đúng như cửa_hàng qc nói_chung là ok trong tầm giá cho cửa_hàng 5star positive positive,positive
354,hàng chất_lượng đã mua đến con tr cám_ơn cửa_hàng na,positive
355,sản_phẩm tốt giá y truoca khu gửi lên tes lại cài câc ứng_dụng gogle key để người dùng dễ sử_dụng hơn positive,positive
356,bữa mình mua ip 6s 16gb nhận hàng thì lỗi cảm_ứng mình nhắn_tin cho cửa_hàng để thông_báo mình trả hàng trả hàng hoàn tiền theo cửa_hàng e sau đó đặt lại đơn hàng mới mình nhắn_tin với cửa_hàng thì cửa_hàng nói sẽ đổi cây khác cho mình nhưng sau đó mình nhận đúng đt ip trước mình ghi lại số imei negative positive,positive
357,máy vận_hành tốt chơi game mượt quay_phim chụp ảnh nét positive,positive
358,máy nguyên seal sử_dụng cực mượt bản tiếng anh nên mình tự up rom tiếng việt bị lỗ negative,positive
359,chất_lượng tốt tai_nghe có dây này mình dùng cho điện_thoại và máy_tính bảng luôn hàng chính hãng y_như mô_tả luôn rất tin_tưởng và ủng_hộ lazada vì rất nhiều sản_phẩm_chất_lượng positive,positive
360,usb nhỏ gọn nhạc nhiều thể_loại rất hay đàng 5star positive,positive
361,tìm không ra phần chụp panoram tai_nghe thì notpos nghe  gì cả đã vào sọt rác cường_lực thì là 5d,positive
362,đặt bản 32gb lại giao 16gb mà thoả_thuận khắc_phục xong rồi nhân_viên nhiệt_tình xử_lý tình_huống nhanh,positive
363,sản_phẩm gồm thân máy pin sạc thân máy gồm mạch cũ phần nhận sim đã lau bóng lại vỏ được thay mới pin mới có tem đổi mầu thử 2 chiều đi và đến ok sạc thử ok vì là sản_phẩm cũ nên chỉ cần nghe gọi sạc vào pin và notneg  ăn dòng là ok cám_ơn cửa_hàng positive positive positive positive,positive
364,rất xứng_đáng đồng_tiền tôi đã bỏ ra,positive
365,hàng nguyên seal nguyên kiện giá quá tốt cho 1 em màn_hình lớn chạy m yêu i 10 xịn xò sẽ tiếp_tục ủng_hộ cửa_hàng trong thời_gian tới positive positive positive,positive
366,loa rất to ghn đánh_giá 5star,positive
367,giao hàng nhanh máy đẹp nguyên seal mới 100 positive,positive
368,đóng_gói chắc_chắn sản_phẩm dùng rất ok tốt trong tầm giá đáng_giá 5star positive positive,positive
369,sản_phẩm ổn_định cám_ơn cửa_hàng,positive
370,máy đẹp hoàn_hảo tiết là không có hộp thôi_vậy cũng đã rồi positive,positive
371,ổn trong tầm giá cửa_hàng phản_hồi nhanh nếu so với mấy cái tầm trung giá 5 7tr giờ thì vẫn thích sony x này hơn chỉ_tội pin xài được 3 tiếng 4g 4 5 tiếng wifi liên_tục positive positive positive,positive
372,máy chạy rất mạnh nhé hàng rất tốt lời khuyên chân_thành là các bạn nào da bị mụn ẩn hay mụn cám thì sắm em này thì sẽ bớt dần mụn nếu đều_đặn hút nhé nhất là mụn đầu đen ở mũi mình đã lấy sạch hoàn_toàn mụn ở mũi luôn ạ trước_tiên mình tẩy tế_bào chết rồi mình sông hơi mặt tầm 15 tiếp đến mình hổ trợ thêm mask đẩy nhân mụn của tốt bye blackhead ciracle đắp lên tầm 30p là mụn tự nổi lên các bạn lấy máy hút mụn đi rất dễ_dàng không đau rát không đỏ không bầm luôn ạ xong quá_trình các bạn rửa sạch mặt vệ_sinh máy rồi đắp thêm mask chăm_sóc da là còn gì bằng ạ positive positive positive negative positive negative positive positive,positive
373,đúng tiền nào của đấy mình đã mua máy này của 1 cửa_hàng khác rẻ hơn của cửa_hàng có mấy chục mà khi nhận hàng thì quá tệ notpos dùng  còn máy của cửa_hàng thì mình không có gì để chê cả nhận hàng và test thử đều ok hết chúc cửa_hàng đắt hàng khuyên mọi người là nên mua máy của cửa_hàng chắc_chắn sẽ không thất_vọng positive negative positive negative,positive
374,mới mua và sử_dụng được hai ngày rồi mới lên đây viết đánh_giá máy hút mụn và thiết_kế rất tốt đúng như mô_tả pin thì mình dùng được lâu với giá tiền này thì mình rất hài_lòng với sản_phẩm positive positive positive positive negative,positive
375,sản_phẩm tốt cửa_hàng đóng hàng cẩn_thận và gửi siêu nhanh nhân_viên có gọi cho khách để xác_nhận đơn hàng rất chuyên_nghiệp mọi người nên mua chỗ uy_tín này positive,positive
376,mua của cửa_hàng mấy lần rồi đều rất tin_tưởng sản_phẩm tốt giá rẻ gói hàng cẩn_thận giao hàng nhanh mua đợt sale còn được khuyến_mại nhiều quà thích lắm ạ cửa_hàng tư_vấn rất nhiệt_tình mọi người nên mua positive positive positive,positive
377,chất_lượng sản_phẩm tuyệt_vời với mức giá đóng_gói sản_phẩm rất đẹp và chắc_chắn giao hàng tiết_kiệm giao quá nhanhtặng cửa_hàng 5star positive,positive
378,dùng thích lắm ạ ra nhiều mụn lắm luôn nhất là ở vùng mũi thời_gian giao hàng cực cực nhanh sẽ ủng_hộ cửa_hàng tiếp positive,positive
379,máy hút mạnh sạch nhờn mụn cám ra ít nhưng làm da sạch nhờn rất đã chưa biết bền không nhưng hiện_tại rất hài_lòng cám_ơn cửa_hàng positive positive positive,positive
380,hút khá tốt lực hút khá mạnh nên mình chỉ giám sử_dụng mức 1 mức nhẹ nhất 😬 😬 rất vui vì cửa_hàng tư_vấn rất nhiệt_tình và mua được sản_phẩm rất ưng_ý positive positive positive,positive
381,lực hút mạnh lắm nhe thử vô tay mà đỏ luôn mặc_dù minh để nức thấp nhât minh xông_hơi trc khi làm_nên mụn cám ra sạch lắm positive positive,positive
382,lần đầu mua hàng mình cảm_thấy cửa_hàng_phục_vụ rất dễ_thương nha thái_độ chăm_sóc khách_hàng cũng rất tốt đặc_biệt giao hàng nhanh đúng thời_gian và đầy trách_nhiệm mình sẽ ủng_hộ cửa_hàng dài lâu với tinh_thần làm_việc chuyện nghiệp này positive  positive positive negative,positive
